gameId,GAME_DATE,HOME_TEAM_ABBREVIATION,HOME_TEAM_PTS,AWAY_TEAM_ABBREVIATION,AWAY_TEAM_PTS
0022300243,2023-11-25,UTA,105,NOP,100
0022300248,2023-11-26,ORL,130,CHA,117
0022300247,2023-11-26,NYK,113,PHX,116
0022300250,2023-11-26,BKN,118,CHI,109
0022300246,2023-11-26,BOS,113,ATL,103
0022300251,2023-11-26,CLE,105,TOR,102
0022300252,2023-11-26,DEN,132,SAS,120
0022300245,2023-11-26,MIL,108,POR,102
0022300249,2023-11-26,MEM,97,MIN,119
0022300256,2023-11-27,UTA,114,NOP,112
0022300254,2023-11-27,IND,110,POR,114
0022300253,2023-11-27,DET,107,WAS,126
0022300255,2023-11-27,PHI,138,LAL,94
0022300257,2023-11-27,LAC,104,DEN,113
0022300053,2023-11-28,BOS,124,CHI,97
0022300056,2023-11-28,MIA,124,MIL,131
0022300057,2023-11-28,NYK,115,CHA,91
0022300059,2023-11-28,DAL,121,HOU,115
0022300058,2023-11-28,MIN,106,OKC,103
0022300055,2023-11-28,CLE,128,ATL,105
0022300054,2023-11-28,BKN,115,TOR,103
0022300060,2023-11-28,SAC,124,GSW,123
0022300259,2023-11-29,ORL,139,WAS,120
0022300258,2023-11-29,DET,107,LAL,133
0022300264,2023-11-29,SAC,117,LAC,131
0022300260,2023-11-29,TOR,112,PHX,105
0022300261,2023-11-29,MEM,105,UTA,91
0022300263,2023-11-29,DEN,134,HOU,124
0022300262,2023-11-29,NOP,124,PHI,114
0022300267,2023-11-30,MIA,142,IND,132
0022300266,2023-11-30,BKN,128,CHA,129
0022300265,2023-11-30,CLE,95,POR,103
0022300273,2023-11-30,GSW,120,LAC,114
0022300271,2023-11-30,OKC,133,LAL,110
0022300269,2023-11-30,CHI,120,MIL,113
0022300270,2023-11-30,MIN,101,UTA,90
0022300272,2023-11-30,SAS,135,ATL,137
0022300268,2023-11-30,NYK,118,DET,112
0022300276,2023-12-01,TOR,106,NYK,119
0022300274,2023-12-01,ORL,130,WAS,125
0022300277,2023-12-01,DAL,94,MEM,108
0022300275,2023-12-01,BOS,125,PHI,119
0022300278,2023-12-01,NOP,121,SAS,106
0022300279,2023-12-01,PHX,111,DEN,119
0022300287,2023-12-02,DAL,120,OKC,126
0022300288,2023-12-02,PHX,116,MEM,109
0022300291,2023-12-02,LAL,107,HOU,97
0022300289,2023-12-02,UTA,118,POR,113
0022300282,2023-12-02,BKN,129,ORL,101
0022300281,2023-12-02,CHA,117,MIN,123
0022300285,2023-12-02,CHI,124,NOP,118
0022300290,2023-12-02,SAC,123,DEN,117
0022300286,2023-12-02,MIL,132,ATL,121
0022300283,2023-12-02,DET,101,CLE,110
0022300284,2023-12-02,MIA,129,IND,144
0022300280,2023-12-02,LAC,113,GSW,112
0022301204,2023-12-04,SAC,117,NOP,127
0022301202,2023-12-04,IND,122,BOS,112
0022301203,2023-12-05,LAL,106,PHX,103
0022301201,2023-12-05,MIL,146,NYK,122
0022301214,2023-12-06,GSW,110,POR,106
0022301209,2023-12-06,ATL,113,BKN,114
0022301210,2023-12-06,MIN,102,SAS,94
0022301213,2023-12-06,DAL,147,UTA,97
0022301207,2023-12-06,TOR,103,MIA,112
0022301212,2023-12-06,HOU,110,OKC,101
0022301211,2023-12-06,CHI,111,CHA,100
0022301215,2023-12-06,LAC,111,DEN,102
0022301206,2023-12-06,DET,102,MEM,116
0022301208,2023-12-06,WAS,126,PHI,131
0022301205,2023-12-06,CLE,121,ORL,111
0022301229,2023-12-07,MIL,119,IND,128
0022301230,2023-12-07,LAL,133,NOP,89
0022301224,2023-12-08,DEN,106,HOU,114
0022301223,2023-12-08,SAS,112,CHI,121
0022301220,2023-12-08,MIA,99,CLE,111
0022301227,2023-12-08,BOS,133,NYK,123
0022301217,2023-12-08,ORL,123,DET,91
0022301219,2023-12-08,BKN,124,WAS,97
0022301216,2023-12-08,CHA,119,TOR,116
0022301218,2023-12-08,PHI,125,ATL,114
0022301222,2023-12-08,OKC,138,GSW,136
0022301226,2023-12-08,POR,112,DAL,125
0022301221,2023-12-08,MEM,103,MIN,127
0022301225,2023-12-08,UTA,103,LAC,117
0022301228,2023-12-08,PHX,106,SAC,114
0022300304,2023-12-11,LAC,132,POR,127
0022300297,2023-12-11,NYK,136,TOR,130
0022300300,2023-12-11,MIL,133,CHI,129
0022300295,2023-12-11,PHI,146,WAS,101
0022300294,2023-12-11,ORL,104,CLE,94
0022300293,2023-12-11,DET,123,IND,131
0022300298,2023-12-11,HOU,93,SAS,82
0022300296,2023-12-11,ATL,122,DEN,129
0022300302,2023-12-11,OKC,134,UTA,120
0022300292,2023-12-11,CHA,114,MIA,116
0022300301,2023-12-11,NOP,121,MIN,107
0022300303,2023-12-11,SAC,131,BKN,118
0022300299,2023-12-11,MEM,113,DAL,120
0022300308,2023-12-12,PHX,119,GSW,116
0022300306,2023-12-12,DAL,127,LAL,125
0022300307,2023-12-12,CHI,106,DEN,114
0022300305,2023-12-12,BOS,120,CLE,113
0022300309,2023-12-12,LAC,119,SAC,99
0022300315,2023-12-13,MIL,140,IND,126
0022300310,2023-12-13,DET,111,PHI,129
0022300316,2023-12-13,SAS,119,LAL,122
0022300311,2023-12-13,WAS,122,NOP,142
0022300318,2023-12-13,UTA,117,NYK,113
0022300312,2023-12-13,MIA,115,CHA,104
0022300317,2023-12-13,PHX,112,BKN,116
0022300313,2023-12-13,TOR,135,ATL,128
0022300314,2023-12-13,HOU,117,MEM,104
0022300323,2023-12-14,POR,114,UTA,122
0022300320,2023-12-14,MIA,116,CHI,124
0022300325,2023-12-14,LAC,121,GSW,113
0022300321,2023-12-14,DAL,101,MIN,119
0022300322,2023-12-14,DEN,124,BKN,101
0022300319,2023-12-14,BOS,116,CLE,107
0022300324,2023-12-14,SAC,128,OKC,123
0022300327,2023-12-15,PHI,124,DET,92
0022300332,2023-12-15,MEM,96,HOU,103
0022300329,2023-12-15,BOS,128,ORL,111
0022300326,2023-12-15,CHA,107,NOP,112
0022300328,2023-12-15,WAS,137,IND,123
0022300330,2023-12-15,TOR,104,ATL,125
0022300333,2023-12-15,PHX,122,NYK,139
0022300331,2023-12-15,SAS,129,LAL,115
0022300336,2023-12-16,CLE,127,ATL,119
0022300340,2023-12-16,DEN,117,OKC,118
0022300341,2023-12-16,POR,120,DAL,131
0022300339,2023-12-16,GSW,124,BKN,120
0022300342,2023-12-16,SAC,125,UTA,104
0022300343,2023-12-16,LAC,144,NYK,122
0022300334,2023-12-16,MIL,146,DET,114
0022300335,2023-12-16,CHA,82,PHI,135
0022300338,2023-12-16,MIN,127,IND,109
0022300337,2023-12-16,MIA,118,CHI,116
0022300344,2023-12-17,BOS,114,ORL,97
0022300346,2023-12-17,MIL,128,HOU,119
0022300348,2023-12-17,POR,114,GSW,118
0022300345,2023-12-17,SAS,110,NOP,146
0022300347,2023-12-17,PHX,112,WAS,108
0022300350,2023-12-18,IND,127,LAC,151
0022300349,2023-12-18,CLE,135,HOU,130
0022300354,2023-12-18,TOR,114,CHA,99
0022300353,2023-12-18,MIA,108,MIN,112
0022300358,2023-12-18,SAC,143,WAS,131
0022300356,2023-12-18,DEN,130,DAL,104
0022300352,2023-12-18,ATL,130,DET,124
0022300359,2023-12-18,LAL,109,NYK,114
0022300355,2023-12-18,OKC,116,MEM,97
0022300357,2023-12-18,UTA,125,BKN,108
0022300351,2023-12-18,PHI,104,CHI,108
0022300361,2023-12-19,MIL,132,SAS,119
0022300362,2023-12-19,GSW,132,BOS,126
0022300360,2023-12-19,NOP,113,MEM,115
0022300363,2023-12-19,POR,109,PHX,104
0022300372,2023-12-20,DAL,111,LAC,120
0022300369,2023-12-20,TOR,104,DEN,113
0022300366,2023-12-20,ORL,106,MIA,115
0022300371,2023-12-20,HOU,127,ATL,134
0022300367,2023-12-20,PHI,127,MIN,113
0022300370,2023-12-20,CHI,124,LAL,108
0022300364,2023-12-20,CLE,124,UTA,116
0022300368,2023-12-20,BKN,102,NYK,121
0022300365,2023-12-20,IND,144,CHA,113
0022300373,2023-12-20,SAC,119,BOS,144
0022300375,2023-12-21,CLE,104,NOP,123
0022300378,2023-12-21,MIL,118,ORL,114
0022300380,2023-12-21,MIN,118,LAL,111
0022300381,2023-12-21,POR,117,WAS,118
0022300377,2023-12-21,MEM,116,IND,103
0022300379,2023-12-21,OKC,134,LAC,115
0022300374,2023-12-21,DET,111,UTA,119
0022300376,2023-12-21,CHI,114,SAS,95
0022300387,2023-12-22,SAC,120,PHX,105
0022300383,2023-12-22,BKN,117,DEN,122
0022300382,2023-12-22,PHI,121,TOR,111
0022300386,2023-12-22,GSW,129,WAS,118
0022300384,2023-12-22,MIA,122,ATL,113
0022300385,2023-12-22,HOU,122,DAL,96
0022300393,2023-12-23,ATL,119,MEM,125
0022300394,2023-12-23,BKN,126,DET,115
0022300389,2023-12-23,LAC,108,BOS,145
0022300390,2023-12-23,CHA,95,DEN,102
0022300395,2023-12-23,TOR,119,UTA,126
0022300397,2023-12-23,OKC,120,LAL,129
0022300398,2023-12-23,DAL,144,SAS,119
0022300392,2023-12-23,NOP,104,HOU,106
0022300399,2023-12-23,GSW,126,POR,106
0022300396,2023-12-23,CHI,95,CLE,109
0022300391,2023-12-23,IND,110,ORL,117
0022300400,2023-12-23,SAC,98,MIN,110
0022300388,2023-12-23,NYK,111,MIL,130
0022300404,2023-12-25,MIA,119,PHI,113
0022300402,2023-12-25,DEN,120,GSW,114
0022300403,2023-12-25,LAL,115,BOS,126
0022300401,2023-12-25,NYK,129,MIL,122
0022300405,2023-12-25,PHX,114,DAL,128
0022300409,2023-12-26,HOU,117,IND,123
0022300411,2023-12-26,OKC,129,MIN,106
0022300413,2023-12-26,POR,130,SAC,113
0022300412,2023-12-26,SAS,118,UTA,130
0022300410,2023-12-26,NOP,115,MEM,116
0022300406,2023-12-26,DET,112,BKN,118
0022300414,2023-12-26,LAC,113,CHA,104
0022300408,2023-12-26,CHI,118,ATL,113
0022300407,2023-12-26,WAS,119,ORL,127
0022300416,2023-12-27,WAS,102,TOR,132
0022300417,2023-12-27,BKN,122,MIL,144
0022300415,2023-12-27,ORL,92,PHI,112
0022300420,2023-12-27,DAL,110,CLE,113
0022300419,2023-12-27,OKC,129,NYK,120
0022300418,2023-12-27,HOU,113,PHX,129
0022300427,2023-12-28,POR,105,SAS,118
0022300425,2023-12-28,DEN,142,MEM,105
0022300426,2023-12-28,GSW,102,MIA,114
0022300428,2023-12-28,LAL,133,CHA,112
0022300423,2023-12-28,MIN,118,DAL,110
0022300422,2023-12-28,CHI,104,IND,120
0022300421,2023-12-28,BOS,128,DET,122
0022300424,2023-12-28,NOP,112,UTA,105
0022300438,2023-12-29,LAC,117,MEM,106
0022300437,2023-12-29,POR,134,SAS,128
0022300429,2023-12-29,ORL,117,NYK,108
0022300434,2023-12-29,HOU,127,PHI,131
0022300433,2023-12-29,CLE,111,MIL,119
0022300435,2023-12-29,DEN,93,OKC,119
0022300430,2023-12-29,WAS,110,BKN,104
0022300432,2023-12-29,BOS,120,TOR,118
0022300431,2023-12-29,ATL,110,SAC,117
0022300436,2023-12-29,PHX,133,CHA,119
0022300442,2023-12-30,CHI,105,PHI,92
0022300444,2023-12-30,GSW,122,DAL,132
0022300439,2023-12-30,UTA,117,MIA,109
0022300443,2023-12-30,MIN,108,LAL,106
0022300441,2023-12-30,IND,140,NYK,126
0022300440,2023-12-30,DET,129,TOR,127
0022300449,2023-12-31,MEM,92,SAC,123
0022300448,2023-12-31,SAS,101,BOS,134
0022300445,2023-12-31,WAS,126,ATL,130
0022300447,2023-12-31,OKC,124,BKN,108
0022300446,2023-12-31,NOP,129,LAL,109
0022300450,2023-12-31,PHX,112,ORL,107
0022300453,2024-01-01,HOU,136,DET,113
0022300458,2024-01-01,LAC,121,MIA,104
0022300454,2024-01-01,MIL,113,IND,122
0022300456,2024-01-01,PHX,109,POR,88
0022300457,2024-01-01,UTA,127,DAL,90
0022300455,2024-01-01,DEN,111,CHA,93
0022300451,2024-01-01,NYK,112,MIN,106
0022300452,2024-01-01,TOR,124,CLE,121
0022300460,2024-01-02,MEM,106,SAS,98
0022300461,2024-01-02,NOP,112,BKN,85
0022300459,2024-01-02,PHI,110,CHI,97
0022300464,2024-01-02,SAC,104,CHA,111
0022300462,2024-01-02,OKC,127,BOS,123
0022300463,2024-01-02,GSW,121,ORL,115
0022300474,2024-01-03,UTA,154,DET,148
0022300471,2024-01-03,MIN,106,NOP,117
0022300467,2024-01-03,ATL,141,OKC,138
0022300468,2024-01-03,NYK,116,CHI,100
0022300472,2024-01-03,DAL,126,POR,97
0022300470,2024-01-03,MEM,111,TOR,116
0022300473,2024-01-03,PHX,122,LAC,131
0022300466,2024-01-03,IND,142,MIL,130
0022300469,2024-01-03,HOU,112,BKN,101
0022300475,2024-01-03,LAL,96,MIA,110
0022300465,2024-01-03,CLE,140,WAS,101
0022300476,2024-01-03,SAC,138,ORL,135
0022300477,2024-01-04,SAS,121,MIL,125
0022300478,2024-01-04,GSW,127,DEN,130
0022300484,2024-01-05,CHI,104,CHA,91
0022300491,2024-01-05,LAL,113,MEM,127
0022300490,2024-01-05,GSW,113,DET,109
0022300485,2024-01-05,HOU,95,MIN,122
0022300492,2024-01-05,SAC,135,TOR,130
0022300487,2024-01-05,DAL,139,POR,103
0022300489,2024-01-05,PHX,113,MIA,97
0022300483,2024-01-05,PHI,92,NYK,128
0022300480,2024-01-05,IND,150,ATL,116
0022300479,2024-01-05,BOS,126,UTA,97
0022300482,2024-01-05,CLE,114,WAS,90
0022300481,2024-01-05,BKN,124,OKC,115
0022300486,2024-01-05,NOP,95,LAC,111
0022300488,2024-01-05,DEN,120,ORL,122
0022300494,2024-01-06,WAS,105,NYK,121
0022300493,2024-01-06,IND,101,BOS,118
0022300495,2024-01-06,PHI,109,UTA,120
0022300496,2024-01-06,HOU,112,MIL,108
0022300504,2024-01-07,GSW,118,TOR,133
0022300503,2024-01-07,PHX,115,MEM,121
0022300497,2024-01-07,CLE,117,SAS,115
0022300505,2024-01-07,LAL,106,LAC,103
0022300501,2024-01-07,DAL,115,MIN,108
0022300498,2024-01-07,BKN,127,POR,134
0022300499,2024-01-07,ORL,117,ATL,110
0022300502,2024-01-07,DEN,131,DET,114
0022300500,2024-01-07,SAC,100,NOP,133
0022300511,2024-01-08,LAC,138,PHX,111
0022300510,2024-01-08,MIL,116,UTA,132
0022300506,2024-01-08,CHA,112,CHI,119
0022300509,2024-01-08,MIA,120,HOU,113
0022300507,2024-01-08,IND,133,BOS,131
0022300508,2024-01-08,WAS,128,OKC,136
0022300513,2024-01-09,ORL,92,MIN,113
0022300512,2024-01-09,DET,110,SAC,131
0022300514,2024-01-09,NYK,112,POR,84
0022300515,2024-01-09,DAL,103,MEM,120
0022300516,2024-01-09,LAL,132,TOR,131
0022300523,2024-01-10,CHI,124,HOU,119
0022300518,2024-01-10,CHA,98,SAC,123
0022300525,2024-01-10,GSW,105,NOP,141
0022300517,2024-01-10,BOS,127,MIN,120
0022300524,2024-01-10,UTA,124,DEN,111
0022300521,2024-01-10,ATL,139,PHI,132
0022300526,2024-01-10,LAC,126,TOR,120
0022300519,2024-01-10,DET,108,SAS,130
0022300522,2024-01-10,MIA,120,OKC,128
0022300520,2024-01-10,IND,112,WAS,104
0022300531,2024-01-11,LAL,109,PHX,127
0022300528,2024-01-11,MIL,135,BOS,102
0022300527,2024-01-11,CLE,111,BKN,102
0022300529,2024-01-11,OKC,139,POR,77
0022300530,2024-01-11,DAL,128,NYK,124
0022300532,2024-01-12,PHI,112,SAC,93
0022300541,2024-01-12,SAS,135,CHA,99
0022300533,2024-01-12,ATL,108,IND,126
0022300537,2024-01-12,MEM,119,LAC,128
0022300538,2024-01-12,MIN,116,POR,93
0022300540,2024-01-12,UTA,145,TOR,113
0022300535,2024-01-12,MIA,99,ORL,96
0022300536,2024-01-12,CHI,131,GSW,140
0022300539,2024-01-12,DEN,125,NOP,113
0022300534,2024-01-12,DET,110,HOU,112
0022300547,2024-01-13,DAL,108,NOP,118
0022300549,2024-01-13,UTA,132,LAL,125
0022300543,2024-01-13,ATL,99,WAS,127
0022300548,2024-01-13,SAS,116,CHI,122
0022300542,2024-01-13,BOS,145,HOU,113
0022300545,2024-01-13,MIL,129,GSW,118
0022300546,2024-01-13,OKC,112,ORL,100
0022300544,2024-01-13,MEM,94,NYK,106
0022300551,2024-01-14,MIA,104,CHA,87
0022300552,2024-01-14,MIL,143,SAC,142
