gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,points,contestedShots,contestedShots2pt,contestedShots3pt,deflections,chargesDrawn,screenAssists,screenAssistPoints,looseBallsRecoveredOffensive,looseBallsRecoveredDefensive,looseBallsRecoveredTotal,offensiveBoxOuts,defensiveBoxOuts,boxOutPlayerTeamRebounds,boxOutPlayerRebounds,boxOuts
22300281,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,117,48,32,16,15,1,15,34,3,0,3,0,9,8,3,9
22300281,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,123,45,30,15,18,0,8,19,1,0,1,3,6,9,4,9
22300282,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,129,36,25,11,23,0,9,20,3,2,5,3,5,8,4,8
22300282,1610612753,Orlando,Magic,ORL,magic,240.000000:00,101,40,22,18,7,1,5,12,4,4,8,2,5,7,2,7
22300283,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,101,52,36,16,10,0,8,18,2,4,6,1,2,3,1,3
22300283,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,110,39,27,12,17,1,6,15,1,3,4,1,7,8,4,8
22300286,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,132,43,26,17,16,0,9,20,1,2,3,2,8,10,2,10
22300286,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,121,33,18,15,18,2,19,44,3,2,5,1,7,8,4,8
22300284,1610612748,Miami,Heat,MIA,heat,240.000000:00,129,37,24,13,8,2,15,31,0,0,0,0,3,3,2,3
22300284,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,144,50,36,14,7,1,9,20,1,2,3,0,2,2,1,2
22300287,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,120,71,42,29,10,1,8,18,5,1,6,3,5,7,2,8
22300287,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,126,45,16,29,15,2,5,12,1,3,4,3,10,10,4,13
22300288,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,116,40,25,15,15,0,9,20,5,5,10,1,1,2,2,2
22300288,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,109,39,26,13,11,1,6,12,5,6,11,1,2,3,2,3
22300289,1610612762,Utah,Jazz,UTA,jazz,265.000000:00,118,51,36,15,6,0,8,18,5,2,7,1,9,10,6,10
22300289,1610612757,Portland,Trail Blazers,POR,blazers,265.000000:00,113,44,30,14,24,1,7,15,3,2,5,0,6,6,5,6
22300290,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,123,49,37,12,15,0,11,27,0,3,3,2,2,4,4,4
22300290,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,117,48,31,17,18,0,10,20,0,1,1,1,1,2,0,2
22300285,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,124,44,31,13,12,2,5,12,6,2,8,3,8,11,6,11
22300285,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,118,52,24,28,21,1,12,24,1,3,4,3,6,9,4,9
22300291,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,107,52,30,22,20,2,12,28,7,1,8,1,5,6,3,6
22300291,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,97,49,38,11,18,1,13,30,2,0,2,1,7,8,3,8
22300062,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,104,56,43,13,15,1,30,52,4,6,10,3,9,12,5,12
22300062,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,108,68,41,27,13,1,15,24,3,2,5,2,10,12,6,12
22300061,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,119,46,31,15,10,0,11,25,4,3,7,2,2,4,4,4
22300061,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,107,40,27,13,16,1,6,14,4,0,4,1,4,5,2,5
22300065,1610612752,New York,Knicks,NYK,knicks,240.000000:00,104,39,16,23,16,1,14,29,3,2,5,0,4,4,0,4
22300065,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,108,45,33,12,20,0,6,11,3,3,6,0,3,3,3,3
22300069,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,97,47,34,13,15,0,5,14,2,3,5,2,2,4,3,4
22300069,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,94,46,26,20,10,1,8,19,3,3,6,2,4,6,3,6
22300067,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,113,61,26,35,13,0,9,21,2,1,3,2,3,5,3,5
22300067,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,114,43,31,12,15,0,14,33,4,5,9,0,4,4,2,4
22300068,1610612748,Miami,Heat,MIA,heat,240.000000:00,103,34,23,11,16,0,7,17,2,1,3,0,3,2,1,3
22300068,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,102,53,41,12,8,0,12,26,4,0,4,1,4,5,3,5
22300063,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,116,55,38,17,12,0,6,11,6,1,7,1,6,7,2,7
22300063,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,110,51,29,22,22,0,11,18,5,5,10,2,7,9,5,9
22300064,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,143,48,35,13,13,0,15,33,1,3,4,0,5,5,4,5
22300064,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,120,50,30,20,12,1,11,24,1,1,2,2,7,9,6,9
22300071,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,104,42,33,9,15,0,8,20,5,4,9,1,3,3,1,4
22300071,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,111,47,27,20,17,0,6,14,2,3,5,2,0,2,2,2
22300072,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,114,60,33,27,14,1,5,11,2,4,6,1,9,10,5,10
22300072,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,130,61,39,22,17,0,5,12,5,1,6,3,7,8,5,10
22300073,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,119,55,30,25,9,0,20,39,1,3,4,0,7,7,3,7
22300073,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,126,58,41,17,13,1,25,45,2,2,4,1,5,5,3,6
22300066,1610612753,Orlando,Magic,ORL,magic,240.000000:00,116,50,28,22,18,0,13,26,1,4,5,4,7,11,7,11
22300066,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,86,55,32,23,14,1,9,23,0,0,0,3,5,6,2,8
22300074,1610612746,LA,Clippers,LAC,clippers,240.000000:00,123,36,23,13,21,1,16,32,0,7,7,4,2,8,6,6
22300074,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,111,43,28,15,17,1,16,31,5,3,8,0,3,5,3,3
22300070,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,104,39,23,16,19,1,6,12,3,3,6,4,2,6,3,6
22300070,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,124,58,37,21,11,1,7,16,3,5,8,0,6,6,2,6
22300075,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,118,36,24,12,13,0,12,26,2,2,4,1,4,4,4,5
22300075,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,117,40,30,10,18,0,8,18,2,2,4,0,10,7,4,10
22300076,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,100,40,28,12,21,1,8,18,3,5,8,0,5,5,4,5
22300076,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,95,26,17,9,22,1,13,28,2,2,4,1,2,3,2,3
22300079,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,120,57,32,25,11,0,7,16,2,9,11,0,6,5,4,6
22300079,1610612752,New York,Knicks,NYK,knicks,240.000000:00,126,57,34,23,10,0,5,12,3,2,5,0,9,9,4,9
22300080,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,119,51,35,16,11,0,11,22,5,4,9,2,7,5,2,9
22300080,1610612748,Miami,Heat,MIA,heat,240.000000:00,111,53,32,21,17,1,6,16,2,3,5,3,8,7,3,11
22300081,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,105,51,40,11,13,0,10,24,3,3,6,0,6,6,3,6
22300081,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,108,52,29,23,15,0,7,14,3,3,6,0,4,4,1,4
22300084,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,125,49,30,19,7,3,13,31,2,1,3,0,1,1,0,1
22300084,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,120,36,18,18,12,0,3,7,3,1,4,0,6,6,2,6
22300082,1610612741,Chicago,Bulls,CHI,bulls,265.000000:00,104,41,23,18,21,4,6,13,4,1,5,2,1,3,2,3
22300082,1610612761,Toronto,Raptors,TOR,raptors,265.000000:00,103,51,37,14,12,2,1,2,3,3,6,1,8,7,3,9
22300085,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,120,39,18,21,14,1,6,15,2,2,4,3,1,4,1,4
22300085,1610612746,LA,Clippers,LAC,clippers,240.000000:00,118,45,24,21,21,1,11,26,1,7,8,0,5,5,3,5
22300078,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,104,59,33,26,26,0,6,13,3,2,5,0,8,8,2,8
22300078,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,108,53,31,22,22,0,10,24,2,5,7,1,4,4,4,5
22300086,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,97,30,18,12,12,0,7,18,4,1,5,0,5,4,2,5
22300086,1610612753,Orlando,Magic,ORL,magic,240.000000:00,102,36,27,9,18,1,6,13,2,3,5,2,5,3,3,7
22300087,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,114,47,32,15,10,0,9,23,1,6,7,3,5,6,3,8
22300087,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,122,44,28,16,20,0,14,31,4,4,8,2,11,9,2,13
22300077,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,99,35,25,10,17,0,7,17,3,4,7,2,4,5,1,6
22300077,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,111,45,31,14,7,0,6,14,2,2,4,1,5,5,2,6
22300083,1610612759,San Antonio,Spurs,SAS,spurs,265.000000:00,126,59,44,15,18,1,9,23,2,3,5,3,4,7,6,7
22300083,1610612745,Houston,Rockets,HOU,rockets,265.000000:00,122,46,27,19,13,0,17,37,0,0,0,4,3,7,5,7
22300090,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,96,50,27,23,21,3,8,17,1,4,5,0,10,10,6,10
22300090,1610612752,New York,Knicks,NYK,knicks,240.000000:00,87,51,29,22,14,1,4,8,3,5,8,5,2,7,6,7
22300092,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,107,45,32,13,18,0,10,24,4,2,6,1,8,9,3,9
22300092,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,114,49,31,18,16,0,8,20,4,0,4,1,4,5,2,5
22300089,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,113,48,27,21,22,0,14,35,0,5,5,1,1,2,1,2
22300089,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,106,48,23,25,9,1,8,19,6,8,14,1,6,7,3,7
22300091,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,113,46,30,16,9,1,7,18,4,2,6,3,8,10,7,11
22300091,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,125,45,31,14,13,0,6,14,4,1,5,1,5,6,2,6
22300088,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,118,58,42,16,6,0,6,14,3,1,4,0,4,4,2,4
22300088,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,102,36,18,18,22,0,7,17,2,1,3,0,3,3,2,3
22300094,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,126,40,25,15,17,0,7,15,3,9,12,3,4,7,6,7
22300094,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,104,45,26,19,13,0,12,28,3,1,4,2,2,4,3,4
22300093,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,106,36,22,14,16,0,7,18,3,3,6,0,3,3,0,3
22300093,1610612748,Miami,Heat,MIA,heat,240.000000:00,90,30,17,13,8,1,7,19,0,2,2,0,6,6,2,6
22300095,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,95,58,38,20,17,0,10,21,3,4,7,0,7,5,2,7
22300095,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,128,48,31,17,14,0,7,16,2,3,5,1,7,8,3,8
22300100,1610612758,Sacramento,Kings,SAC,kings,265.000000:00,132,48,25,23,13,0,14,35,4,3,7,2,3,3,0,5
22300100,1610612747,Los Angeles,Lakers,LAL,lakers,265.000000:00,127,39,25,14,13,1,6,13,2,2,4,5,8,12,3,13
22300099,1610612746,LA,Clippers,LAC,clippers,240.000000:00,123,45,24,21,25,1,9,21,3,4,7,0,5,5,2,5
22300099,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,83,44,22,22,17,0,8,17,5,5,10,2,3,5,3,5
22300098,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,126,39,28,11,23,1,6,15,3,5,8,0,5,5,1,5
22300098,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,98,27,20,7,18,0,7,13,5,3,8,2,1,3,2,3
22300096,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,95,42,19,23,18,1,6,15,3,4,7,1,10,7,1,11
22300096,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,106,55,35,20,9,0,9,25,3,5,8,0,12,12,6,12
22300097,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,110,41,26,15,22,1,8,22,3,1,4,5,5,10,6,10
22300097,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,127,40,15,25,24,1,10,24,1,4,5,4,5,9,7,9
22300111,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,106,47,34,13,12,1,14,30,1,1,2,2,4,3,1,6
22300111,1610612753,Orlando,Magic,ORL,magic,240.000000:00,103,37,23,14,21,0,12,29,2,5,7,1,2,3,1,3
22300107,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,122,43,28,15,19,0,6,13,8,5,13,5,3,8,5,8
22300107,1610612748,Miami,Heat,MIA,heat,240.000000:00,114,31,20,11,18,1,12,24,5,3,8,2,7,9,5,9
22300110,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,110,50,28,22,12,0,12,26,0,5,5,2,1,3,3,3
22300110,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,102,38,24,14,11,0,3,7,2,3,5,0,2,2,2,2
22300109,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,124,57,42,15,15,2,11,25,5,4,9,1,3,4,1,4
22300109,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,112,48,33,15,11,0,4,9,7,2,9,0,4,4,2,4
22300108,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,102,40,21,19,14,1,4,8,2,4,6,2,3,5,4,5
22300108,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,130,46,24,22,13,0,21,48,2,4,6,4,4,8,5,8
22300106,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,110,54,22,32,17,0,9,21,2,6,8,1,12,13,6,13
22300106,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,125,48,30,18,15,1,5,12,2,3,5,3,5,8,3,8
22300105,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,91,50,31,19,18,0,8,16,2,4,6,1,8,9,5,9
22300105,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,99,43,23,20,12,0,6,12,4,2,6,3,5,8,5,8
22300104,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,127,39,27,12,10,0,11,25,1,2,3,0,2,2,0,2
22300104,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,113,38,25,13,18,0,8,19,2,3,5,0,7,7,2,7
22300102,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,105,50,40,10,11,0,5,11,3,3,6,3,7,10,5,10
22300102,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,112,51,19,32,19,1,17,34,5,5,10,5,4,8,5,9
22300103,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,107,48,20,28,16,0,5,13,1,1,2,1,1,2,2,2
22300103,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,126,49,29,20,17,0,4,11,5,2,7,3,0,3,3,3
22300101,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,121,60,39,21,6,0,9,21,5,3,8,0,3,3,1,3
22300101,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,133,52,30,22,9,0,16,32,2,3,5,2,7,9,7,9
22300112,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,91,52,34,18,14,0,6,13,2,1,3,1,3,3,3,4
22300112,1610612752,New York,Knicks,NYK,knicks,240.000000:00,109,47,26,21,12,0,3,7,1,3,4,2,2,4,2,4
22300113,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,114,46,33,13,8,0,6,13,3,2,5,1,13,7,5,14
22300113,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,115,52,33,19,21,0,14,35,1,2,3,0,4,3,2,4
22300114,1610612746,LA,Clippers,LAC,clippers,240.000000:00,118,26,17,9,16,1,9,23,0,2,2,5,8,12,8,13
22300114,1610612753,Orlando,Magic,ORL,magic,240.000000:00,102,28,19,9,22,2,11,25,3,4,7,2,5,7,2,7
22300115,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,101,48,37,11,17,1,11,26,3,3,6,2,6,8,4,8
22300115,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,110,51,35,16,13,1,12,29,2,3,5,0,9,9,4,9
22300116,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,130,40,20,20,14,1,13,27,4,1,5,1,6,7,5,7
22300116,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,111,35,18,17,17,0,7,16,1,3,4,3,0,3,1,3
22300127,1610612747,Los Angeles,Lakers,LAL,lakers,265.000000:00,130,62,44,18,13,0,12,21,3,2,5,0,7,7,4,7
22300127,1610612746,LA,Clippers,LAC,clippers,265.000000:00,125,39,25,14,22,1,12,29,3,4,7,0,3,4,2,3
22300126,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,102,49,31,18,18,1,9,23,2,1,3,2,2,4,2,4
22300126,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,101,45,25,20,18,2,8,19,2,6,8,1,4,5,2,5
22300125,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,133,62,27,35,14,1,6,16,3,3,6,0,4,3,1,4
22300125,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,109,57,26,31,19,0,7,19,4,4,8,2,10,9,3,12
22300124,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,114,51,31,20,8,1,8,17,5,3,8,4,2,6,3,6
22300124,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,105,43,14,29,18,0,12,27,1,3,4,2,2,4,3,4
22300123,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,110,48,36,12,10,1,6,14,2,3,5,0,4,4,2,4
22300123,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,89,56,45,11,17,0,5,10,2,1,3,0,4,4,1,4
22300121,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,106,54,30,24,12,0,3,8,3,6,9,1,3,4,2,4
22300121,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,110,43,24,19,13,2,4,10,2,4,6,2,3,5,4,5
22300122,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,128,48,31,17,13,0,9,21,2,3,5,3,4,5,2,7
22300122,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,119,52,31,21,13,0,9,20,4,2,6,0,4,4,4,4
22300120,1610612752,New York,Knicks,NYK,knicks,240.000000:00,89,48,23,25,19,5,8,15,3,5,8,7,2,9,8,9
22300120,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,95,56,42,14,14,1,8,16,1,2,3,1,17,18,5,18
22300117,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,130,48,25,23,16,0,8,17,1,0,1,1,0,1,1,1
22300117,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,121,42,26,16,17,0,8,19,1,4,5,0,4,4,3,4
22300119,1610612748,Miami,Heat,MIA,heat,240.000000:00,105,39,21,18,12,0,4,11,1,3,4,2,2,4,3,4
22300119,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,109,35,19,16,13,0,8,19,0,4,4,0,2,2,0,2
22300118,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,155,48,31,17,14,0,13,32,3,4,7,3,3,6,6,6
22300118,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,104,45,24,21,10,1,11,22,4,3,7,4,1,5,3,5
22300128,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,114,29,21,8,19,1,3,8,6,1,7,1,3,4,1,4
22300128,1610612761,Toronto,Raptors,TOR,raptors,240.000000:00,99,36,27,9,10,1,7,16,1,2,3,3,4,7,4,7
22300129,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,125,39,26,13,19,2,10,23,2,1,3,3,5,7,6,8
22300129,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,116,42,23,19,6,1,4,9,7,3,10,2,9,10,4,11
22300131,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,121,55,36,19,11,0,9,20,2,2,4,1,3,4,2,4
22300131,1610612759,San Antonio,Spurs,SAS,spurs,240.000000:00,132,47,31,16,11,2,8,18,0,2,2,2,3,5,2,5
22300130,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,113,43,27,16,11,0,7,16,3,1,4,0,3,3,2,3
22300130,1610612753,Orlando,Magic,ORL,magic,240.000000:00,115,42,24,18,28,1,6,14,1,4,5,0,11,11,5,11
22300007,1610612757,Portland,Trail Blazers,POR,blazers,265.000000:00,115,44,29,15,22,0,6,14,3,1,4,2,0,2,2,2
22300007,1610612763,Memphis,Grizzlies,MEM,grizzlies,265.000000:00,113,59,43,16,21,1,10,22,3,4,7,0,7,7,6,7
22300006,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,125,34,17,17,15,0,7,14,3,2,5,2,5,6,6,7
22300006,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,114,46,36,10,20,2,3,6,1,3,4,0,1,0,0,1
22300005,1610612760,Oklahoma City,Thunder,OKC,thunder,240.000000:00,139,49,25,24,6,1,14,30,1,1,2,1,5,5,4,6
22300005,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,141,40,26,14,20,2,10,25,1,3,4,4,4,7,4,8
22300003,1610612748,Miami,Heat,MIA,heat,240.000000:00,121,30,21,9,17,2,6,17,3,5,8,1,5,6,3,6
22300003,1610612764,Washington,Wizards,WAS,wizards,240.000000:00,114,32,22,10,17,1,6,12,2,2,4,0,2,2,2,2
22300002,1610612749,Milwaukee,Bucks,MIL,bucks,240.000000:00,110,63,42,21,16,0,5,13,5,5,10,0,8,8,4,8
22300002,1610612752,New York,Knicks,NYK,knicks,240.000000:00,105,51,22,29,13,0,12,25,7,3,10,4,10,14,8,14
22300001,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,121,29,17,12,10,0,10,22,2,3,5,2,5,7,2,7
22300001,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,116,36,26,10,9,1,8,16,1,3,4,2,7,9,6,9
22300004,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,107,50,29,21,7,0,14,31,2,2,4,2,1,3,2,3
22300004,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,109,42,29,13,11,1,8,21,4,2,6,0,5,5,4,5
22300134,1610612753,Orlando,Magic,ORL,magic,240.000000:00,120,38,22,16,12,1,6,13,5,4,9,3,3,6,4,6
22300134,1610612747,Los Angeles,Lakers,LAL,lakers,240.000000:00,101,50,30,20,9,1,11,27,3,1,4,0,3,3,2,3
22300139,1610612743,Denver,Nuggets,DEN,nuggets,240.000000:00,123,45,33,12,14,0,9,22,1,3,4,1,1,2,1,2
22300139,1610612741,Chicago,Bulls,CHI,bulls,240.000000:00,101,41,23,18,15,1,8,16,1,2,3,2,1,3,2,3
22300137,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,107,36,19,17,11,1,11,24,2,0,2,3,8,10,5,11
22300137,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,89,49,33,16,9,1,5,12,2,3,5,2,3,5,3,5
22300136,1610612751,Brooklyn,Nets,BKN,nets,240.000000:00,114,44,15,29,10,0,8,18,3,2,5,2,7,8,4,9
22300136,1610612738,Boston,Celtics,BOS,celtics,240.000000:00,124,58,34,24,11,0,6,16,0,2,2,4,8,10,6,12
22300138,1610612750,Minnesota,Timberwolves,MIN,timberwolves,240.000000:00,123,47,26,21,20,0,12,24,6,4,10,0,5,5,2,5
22300138,1610612762,Utah,Jazz,UTA,jazz,240.000000:00,95,38,30,8,7,1,13,30,6,1,7,2,1,2,1,3
22300133,1610612754,Indiana,Pacers,IND,pacers,240.000000:00,124,43,27,16,13,0,10,23,4,2,6,0,6,6,6,6
22300133,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,125,58,33,25,15,1,7,18,2,3,5,1,4,5,4,5
22300135,1610612740,New Orleans,Pelicans,NOP,pelicans,240.000000:00,105,44,25,19,15,1,4,8,2,1,3,1,2,3,2,3
22300135,1610612737,Atlanta,Hawks,ATL,hawks,240.000000:00,123,41,27,14,14,0,4,11,6,0,6,0,2,2,2,2
22300132,1610612755,Philadelphia,76ers,PHI,sixers,240.000000:00,112,41,25,16,16,0,7,18,4,4,8,1,5,6,3,6
22300132,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,100,58,39,19,22,1,4,10,3,3,6,2,6,8,3,8
22300141,1610612759,San Antonio,Spurs,SAS,spurs,265.000000:00,116,48,24,24,16,2,11,24,6,1,7,2,3,4,2,5
22300141,1610612761,Toronto,Raptors,TOR,raptors,265.000000:00,123,42,26,16,31,0,11,25,6,3,9,3,4,7,6,7
22300144,1610612757,Portland,Trail Blazers,POR,blazers,240.000000:00,100,47,23,24,19,1,4,9,3,3,6,3,7,9,5,10
22300144,1610612763,Memphis,Grizzlies,MEM,grizzlies,240.000000:00,112,56,32,24,21,1,9,23,3,1,4,1,12,13,5,13
22300143,1610612742,Dallas,Mavericks,DAL,mavericks,240.000000:00,124,51,38,13,8,0,4,10,2,3,5,0,2,2,1,2
22300143,1610612766,Charlotte,Hornets,CHA,hornets,240.000000:00,118,40,22,18,10,0,18,40,1,2,3,0,5,5,3,5
22300142,1610612739,Cleveland,Cavaliers,CLE,cavaliers,240.000000:00,115,50,34,16,17,0,6,14,4,5,9,2,4,6,6,6
22300142,1610612744,Golden State,Warriors,GSW,warriors,240.000000:00,104,35,20,15,18,1,7,18,3,5,8,1,4,5,3,5
22300140,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,106,49,38,11,17,1,10,20,2,4,6,1,2,3,2,3
22300140,1610612756,Phoenix,Suns,PHX,suns,240.000000:00,120,45,32,13,15,1,15,32,5,4,9,2,11,8,3,13
22300153,1610612745,Houston,Rockets,HOU,rockets,240.000000:00,122,39,17,22,17,0,10,27,3,3,6,1,9,8,4,10
22300153,1610612758,Sacramento,Kings,SAC,kings,240.000000:00,97,45,28,17,10,0,8,18,2,2,4,3,7,8,6,10
22300145,1610612765,Detroit,Pistons,DET,pistons,240.000000:00,109,51,30,21,11,0,8,19,0,5,5,1,3,4,1,4
